,daterep,day,month,year,cases,deaths,countriesandterritories,geoid,countryterritorycode,popdata2019,continentexp,cumulative_number_for_14_days_of_covid_19_cases_per_100000
5341,2020-01-05,5,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
5342,2020-01-04,4,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
5343,2020-01-03,3,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
5344,2020-01-02,2,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
5345,2020-01-01,1,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
5346,2019-12-31,31,12,2019,0,0,Cambodia,KH,KHM,16486542.0,Asia,
5347,2020-07-29,29,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.93204917
5348,2020-07-28,28,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.93204917
5349,2020-07-27,27,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.93204917
5350,2020-07-26,26,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,6.92523265
5351,2020-07-25,25,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,6.92523265
5352,2020-07-24,24,7,2020,186,3,Cameroon,CM,CMR,25876387.0,Africa,6.92523265
5353,2020-07-23,23,7,2020,365,9,Cameroon,CM,CMR,25876387.0,Africa,6.2064306
5354,2020-07-22,22,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.79587819
5355,2020-07-21,21,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.19279755
5356,2020-07-20,20,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.4526334
5357,2020-07-19,19,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.77703928
5358,2020-07-18,18,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.77703928
5359,2020-07-17,17,7,2020,984,14,Cameroon,CM,CMR,25876387.0,Africa,13.77703928
5360,2020-07-16,16,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
5361,2020-07-15,15,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
5362,2020-07-14,14,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
5363,2020-07-13,13,7,2020,257,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
5364,2020-07-12,12,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.98116109
5365,2020-07-11,11,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.98116109
5366,2020-07-10,10,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.98116109
5367,2020-07-09,9,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.22553883
5368,2020-07-08,8,7,2020,879,29,Cameroon,CM,CMR,25876387.0,Africa,11.11051554
5369,2020-07-07,7,7,2020,326,2,Cameroon,CM,CMR,25876387.0,Africa,8.28941073
5370,2020-07-06,6,7,2020,1119,15,Cameroon,CM,CMR,25876387.0,Africa,8.11937153
5371,2020-07-05,5,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.06639509
5372,2020-07-04,4,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.06639509
5373,2020-07-03,3,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,7.55128604
5374,2020-07-02,2,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
5375,2020-07-01,1,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
5376,2020-06-30,30,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
5377,2020-06-29,29,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
5378,2020-06-28,28,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,11.67087198
5379,2020-06-27,27,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.12393419
5380,2020-06-26,26,6,2020,322,0,Cameroon,CM,CMR,25876387.0,Africa,14.15576294
5381,2020-06-25,25,6,2020,229,5,Cameroon,CM,CMR,25876387.0,Africa,12.91138519
5382,2020-06-24,24,6,2020,149,5,Cameroon,CM,CMR,25876387.0,Africa,12.98481121
5383,2020-06-23,23,6,2020,282,2,Cameroon,CM,CMR,25876387.0,Africa,13.83500718
5384,2020-06-22,22,6,2020,329,1,Cameroon,CM,CMR,25876387.0,Africa,14.30647949
5385,2020-06-21,21,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,14.22918895
5386,2020-06-20,20,6,2020,643,18,Cameroon,CM,CMR,25876387.0,Africa,14.22918895
5387,2020-06-19,19,6,2020,774,6,Cameroon,CM,CMR,25876387.0,Africa,14.87456498
5388,2020-06-18,18,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,12.02640848
5389,2020-06-17,17,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,12.67178451
5390,2020-06-16,16,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.39831561
5391,2020-06-15,15,6,2020,292,1,Cameroon,CM,CMR,25876387.0,Africa,15.3035275
5392,2020-06-14,14,6,2020,376,2,Cameroon,CM,CMR,25876387.0,Africa,14.17508557
5393,2020-06-13,13,6,2020,267,59,Cameroon,CM,CMR,25876387.0,Africa,14.53062207
5394,2020-06-12,12,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.80795549
5395,2020-06-11,11,6,2020,248,6,Cameroon,CM,CMR,25876387.0,Africa,13.80795549
5396,2020-06-10,10,6,2020,369,0,Cameroon,CM,CMR,25876387.0,Africa,12.84955276
5397,2020-06-09,9,6,2020,404,5,Cameroon,CM,CMR,25876387.0,Africa,12.62927471
5398,2020-06-08,8,6,2020,309,0,Cameroon,CM,CMR,25876387.0,Africa,11.66314293
5399,2020-06-07,7,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,11.60131049
5400,2020-06-06,6,6,2020,810,0,Cameroon,CM,CMR,25876387.0,Africa,12.36262234
5401,2020-06-05,5,6,2020,37,3,Cameroon,CM,CMR,25876387.0,Africa,9.66518239
5402,2020-06-04,4,6,2020,167,0,Cameroon,CM,CMR,25876387.0,Africa,11.66700745
5403,2020-06-03,3,6,2020,188,1,Cameroon,CM,CMR,25876387.0,Africa,11.80999496
5404,2020-06-02,2,6,2020,493,8,Cameroon,CM,CMR,25876387.0,Africa,11.99935679
5405,2020-06-01,1,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.09414491
5406,2020-05-31,31,5,2020,468,14,Cameroon,CM,CMR,25876387.0,Africa,10.09414491
5407,2020-05-30,30,5,2020,80,0,Cameroon,CM,CMR,25876387.0,Africa,9.00821278
5408,2020-05-29,29,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.2825942
5409,2020-05-28,28,5,2020,0,2,Cameroon,CM,CMR,25876387.0,Africa,9.87773138
5410,2020-05-27,27,5,2020,312,4,Cameroon,CM,CMR,25876387.0,Africa,10.306693899999999
5411,2020-05-26,26,5,2020,154,6,Cameroon,CM,CMR,25876387.0,Africa,9.10096143
5412,2020-05-25,25,5,2020,293,6,Cameroon,CM,CMR,25876387.0,Africa,8.93092223
5413,2020-05-24,24,5,2020,197,0,Cameroon,CM,CMR,25876387.0,Africa,8.97729656
5414,2020-05-23,23,5,2020,112,3,Cameroon,CM,CMR,25876387.0,Africa,8.25076546
5415,2020-05-22,22,5,2020,555,10,Cameroon,CM,CMR,25876387.0,Africa,7.81793842
5416,2020-05-21,21,5,2020,204,6,Cameroon,CM,CMR,25876387.0,Africa,5.67312585
5417,2020-05-20,20,5,2020,237,0,Cameroon,CM,CMR,25876387.0,Africa,5.50695118
5418,2020-05-19,19,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.59105825
5419,2020-05-18,18,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.69540048
5420,2020-05-17,17,5,2020,187,0,Cameroon,CM,CMR,25876387.0,Africa,4.69540048
5421,2020-05-16,16,5,2020,151,1,Cameroon,CM,CMR,25876387.0,Africa,4.00365012
5422,2020-05-15,15,5,2020,154,3,Cameroon,CM,CMR,25876387.0,Africa,4.33599946
5423,2020-05-14,14,5,2020,111,11,Cameroon,CM,CMR,25876387.0,Africa,3.74086228
5424,2020-05-13,13,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.41237747
5425,2020-05-12,12,5,2020,110,11,Cameroon,CM,CMR,25876387.0,Africa,4.12731499
5426,2020-05-11,11,5,2020,305,6,Cameroon,CM,CMR,25876387.0,Africa,3.70221701
5427,2020-05-10,10,5,2020,9,0,Cameroon,CM,CMR,25876387.0,Africa,2.92158252
5428,2020-05-09,9,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.3312224
5429,2020-05-08,8,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.33895145
5430,2020-05-07,7,5,2020,161,44,Cameroon,CM,CMR,25876387.0,Africa,4.25870891
5431,2020-05-06,6,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.63652004
5432,2020-05-05,5,5,2020,27,0,Cameroon,CM,CMR,25876387.0,Africa,4.20074101
5433,2020-05-04,4,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.1002633
5434,2020-05-03,3,5,2020,8,3,Cameroon,CM,CMR,25876387.0,Africa,4.1002633
5435,2020-05-02,2,5,2020,237,0,Cameroon,CM,CMR,25876387.0,Africa,4.06934708
5436,2020-05-01,1,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.77564302
5437,2020-04-30,30,4,2020,26,2,Cameroon,CM,CMR,25876387.0,Africa,3.77564302
5438,2020-04-29,29,4,2020,185,1,Cameroon,CM,CMR,25876387.0,Africa,3.67516532
5439,2020-04-28,28,4,2020,0,2,Cameroon,CM,CMR,25876387.0,Africa,3.09548624
5440,2020-04-27,27,4,2020,103,3,Cameroon,CM,CMR,25876387.0,Africa,3.09548624
5441,2020-04-26,26,4,2020,115,4,Cameroon,CM,CMR,25876387.0,Africa,2.69743995
5442,2020-04-25,25,4,2020,2,0,Cameroon,CM,CMR,25876387.0,Africa,2.31871629
5443,2020-04-24,24,4,2020,238,6,Cameroon,CM,CMR,25876387.0,Africa,2.59309771
5444,2020-04-23,23,4,2020,0,1,Cameroon,CM,CMR,25876387.0,Africa,1.67334025
5445,2020-04-22,22,4,2020,146,0,Cameroon,CM,CMR,25876387.0,Africa,1.84724398
5446,2020-04-21,21,4,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,1.38736525
5447,2020-04-20,20,4,2020,0,21,Cameroon,CM,CMR,25876387.0,Africa,1.41441694
5448,2020-04-19,19,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.78154701
5449,2020-04-18,18,4,2020,161,0,Cameroon,CM,CMR,25876387.0,Africa,1.95931526
5450,2020-04-17,17,4,2020,0,4,Cameroon,CM,CMR,25876387.0,Africa,2.25688385
5451,2020-04-16,16,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.40373588
5452,2020-04-15,15,4,2020,35,5,Cameroon,CM,CMR,25876387.0,Africa,2.55831697
5453,2020-04-14,14,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.6201494
5454,2020-04-13,13,4,2020,0,1,Cameroon,CM,CMR,25876387.0,Africa,2.78632407
5455,2020-04-12,12,4,2020,17,1,Cameroon,CM,CMR,25876387.0,Africa,2.78632407
5456,2020-04-11,11,4,2020,73,0,Cameroon,CM,CMR,25876387.0,Africa,2.76313691
5457,2020-04-10,10,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.48102643
5458,2020-04-09,9,4,2020,45,1,Cameroon,CM,CMR,25876387.0,Africa,2.54285886
5459,2020-04-08,8,4,2020,27,0,Cameroon,CM,CMR,25876387.0,Africa,2.36895514
5460,2020-04-07,7,4,2020,8,0,Cameroon,CM,CMR,25876387.0,Africa,2.32644534
5461,2020-04-06,6,4,2020,95,0,Cameroon,CM,CMR,25876387.0,Africa,2.40760041
5462,2020-04-05,5,4,2020,46,1,Cameroon,CM,CMR,25876387.0,Africa,2.04047033
5463,2020-04-04,4,4,2020,238,1,Cameroon,CM,CMR,25876387.0,Africa,1.86270208
5464,2020-04-03,3,4,2020,38,1,Cameroon,CM,CMR,25876387.0,Africa,0.99318348
5465,2020-04-02,2,4,2020,40,0,Cameroon,CM,CMR,25876387.0,Africa,0.86178955
5466,2020-04-01,1,4,2020,51,4,Cameroon,CM,CMR,25876387.0,Africa,0.70720847
5467,2020-03-31,31,3,2020,43,0,Cameroon,CM,CMR,25876387.0,Africa,0.53330475
5468,2020-03-30,30,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.36713008
5469,2020-03-29,29,3,2020,11,1,Cameroon,CM,CMR,25876387.0,Africa,0.37099461
5470,2020-03-28,28,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.33234933
5471,2020-03-27,27,3,2020,16,0,Cameroon,CM,CMR,25876387.0,Africa,0.33621386
5472,2020-03-26,26,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.27824595
5473,2020-03-25,25,3,2020,16,1,Cameroon,CM,CMR,25876387.0,Africa,
5474,2020-03-24,24,3,2020,29,0,Cameroon,CM,CMR,25876387.0,Africa,
5475,2020-03-23,23,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
5476,2020-03-22,22,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
5477,2020-03-21,21,3,2020,13,0,Cameroon,CM,CMR,25876387.0,Africa,
5478,2020-03-20,20,3,2020,4,0,Cameroon,CM,CMR,25876387.0,Africa,
5479,2020-03-19,19,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
5480,2020-03-18,18,3,2020,6,0,Cameroon,CM,CMR,25876387.0,Africa,
5481,2020-03-17,17,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
5482,2020-03-16,16,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
5483,2020-03-15,15,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
5484,2020-03-09,9,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
5485,2020-03-07,7,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
5486,2020-07-29,29,7,2020,383,11,Canada,CA,CAN,37411038.0,America,17.38791637
5487,2020-07-28,28,7,2020,699,11,Canada,CA,CAN,37411038.0,America,17.24891996
5488,2020-07-27,27,7,2020,355,5,Canada,CA,CAN,37411038.0,America,16.890736899999997
5489,2020-07-26,26,7,2020,350,4,Canada,CA,CAN,37411038.0,America,16.59403302
5490,2020-07-25,25,7,2020,534,7,Canada,CA,CAN,37411038.0,America,16.249215
5491,2020-07-24,24,7,2020,432,4,Canada,CA,CAN,37411038.0,America,15.67986432
5492,2020-07-23,23,7,2020,543,8,Canada,CA,CAN,37411038.0,America,15.51681084
5493,2020-07-22,22,7,2020,571,4,Canada,CA,CAN,37411038.0,America,14.77906066
5494,2020-07-21,21,7,2020,775,6,Canada,CA,CAN,37411038.0,America,13.87291098
5495,2020-07-20,20,7,2020,680,13,Canada,CA,CAN,37411038.0,America,12.86786002
5496,2020-07-19,19,7,2020,0,0,Canada,CA,CAN,37411038.0,America,11.63560337
5497,2020-07-18,18,7,2020,405,12,Canada,CA,CAN,37411038.0,America,12.23970316
5498,2020-07-17,17,7,2020,437,17,Canada,CA,CAN,37411038.0,America,12.00982448
5499,2020-07-16,16,7,2020,341,12,Canada,CA,CAN,37411038.0,America,12.35731551
5500,2020-07-15,15,7,2020,331,8,Canada,CA,CAN,37411038.0,America,11.44581981
5501,2020-07-14,14,7,2020,565,7,Canada,CA,CAN,37411038.0,America,11.32553446
5502,2020-07-13,13,7,2020,244,10,Canada,CA,CAN,37411038.0,America,11.60085427
5503,2020-07-12,12,7,2020,221,14,Canada,CA,CAN,37411038.0,America,11.53135607
5504,2020-07-11,11,7,2020,321,10,Canada,CA,CAN,37411038.0,America,11.5767972
5505,2020-07-10,10,7,2020,371,12,Canada,CA,CAN,37411038.0,America,11.17851902
5506,2020-07-09,9,7,2020,267,26,Canada,CA,CAN,37411038.0,America,11.17317301
5507,2020-07-08,8,7,2020,232,18,Canada,CA,CAN,37411038.0,America,11.2052491
5508,2020-07-07,7,7,2020,399,9,Canada,CA,CAN,37411038.0,America,11.45651185
5509,2020-07-06,6,7,2020,219,10,Canada,CA,CAN,37411038.0,America,11.22128715
5510,2020-07-05,5,7,2020,226,11,Canada,CA,CAN,37411038.0,America,11.48591493
5511,2020-07-04,4,7,2020,319,21,Canada,CA,CAN,37411038.0,America,11.92428823
5512,2020-07-03,3,7,2020,567,51,Canada,CA,CAN,37411038.0,America,12.16485894
5513,2020-07-02,2,7,2020,0,0,Canada,CA,CAN,37411038.0,America,11.63025736
5514,2020-07-01,1,7,2020,286,25,Canada,CA,CAN,37411038.0,America,12.66203841
5515,2020-06-30,30,6,2020,668,44,Canada,CA,CAN,37411038.0,America,12.75292068
5516,2020-06-29,29,6,2020,218,6,Canada,CA,CAN,37411038.0,America,11.92963424
5517,2020-06-28,28,6,2020,238,8,Canada,CA,CAN,37411038.0,America,12.3546425
5518,2020-06-27,27,6,2020,172,4,Canada,CA,CAN,37411038.0,America,12.96676131
5519,2020-06-26,26,6,2020,369,20,Canada,CA,CAN,37411038.0,America,13.61095621
5520,2020-06-25,25,6,2020,279,30,Canada,CA,CAN,37411038.0,America,13.70718449
5521,2020-06-24,24,6,2020,326,18,Canada,CA,CAN,37411038.0,America,14.22307502
5522,2020-06-23,23,6,2020,311,6,Canada,CA,CAN,37411038.0,America,14.44493467
5523,2020-06-22,22,6,2020,318,20,Canada,CA,CAN,37411038.0,America,15.07041852
5524,2020-06-21,21,6,2020,390,64,Canada,CA,CAN,37411038.0,America,15.93647308
5525,2020-06-20,20,6,2020,409,46,Canada,CA,CAN,37411038.0,America,16.8239117
5526,2020-06-19,19,6,2020,367,46,Canada,CA,CAN,37411038.0,America,17.35851328
5527,2020-06-18,18,6,2020,386,41,Canada,CA,CAN,37411038.0,America,18.09091745
5528,2020-06-17,17,6,2020,320,38,Canada,CA,CAN,37411038.0,America,18.86341673
5529,2020-06-16,16,6,2020,360,29,Canada,CA,CAN,37411038.0,America,19.89252477
5530,2020-06-15,15,6,2020,377,39,Canada,CA,CAN,37411038.0,America,20.95638191
5531,2020-06-14,14,6,2020,467,58,Canada,CA,CAN,37411038.0,America,21.97212491
5532,2020-06-13,13,6,2020,413,55,Canada,CA,CAN,37411038.0,America,22.78739232
5533,2020-06-12,12,6,2020,405,34,Canada,CA,CAN,37411038.0,America,24.10518521
5534,2020-06-11,11,6,2020,472,63,Canada,CA,CAN,37411038.0,America,25.67691386
5535,2020-06-10,10,6,2020,409,62,Canada,CA,CAN,37411038.0,America,26.74611701
5536,2020-06-09,9,6,2020,545,35,Canada,CA,CAN,37411038.0,America,28.15479218
5537,2020-06-08,8,6,2020,642,27,Canada,CA,CAN,37411038.0,America,29.40308686
5538,2020-06-07,7,6,2020,722,70,Canada,CA,CAN,37411038.0,America,30.56851831
5539,2020-06-06,6,6,2020,609,66,Canada,CA,CAN,37411038.0,America,31.68850862
5540,2020-06-05,5,6,2020,641,139,Canada,CA,CAN,37411038.0,America,33.15064394
5541,2020-06-04,4,6,2020,675,103,Canada,CA,CAN,37411038.0,America,34.70366152
5542,2020-06-03,3,6,2020,705,69,Canada,CA,CAN,37411038.0,America,35.54565901
5543,2020-06-02,2,6,2020,758,31,Canada,CA,CAN,37411038.0,America,36.44111666
5544,2020-06-01,1,6,2020,757,222,Canada,CA,CAN,37411038.0,America,37.27509512
5545,2020-05-31,31,5,2020,772,94,Canada,CA,CAN,37411038.0,America,38.29351113
5546,2020-05-30,30,5,2020,906,102,Canada,CA,CAN,37411038.0,America,39.57388191
5547,2020-05-29,29,5,2020,993,112,Canada,CA,CAN,37411038.0,America,40.36241924
5548,2020-05-28,28,5,2020,872,126,Canada,CA,CAN,37411038.0,America,40.70991027
5549,2020-05-27,27,5,2020,936,94,Canada,CA,CAN,37411038.0,America,41.37548923
5550,2020-05-26,26,5,2020,1012,121,Canada,CA,CAN,37411038.0,America,42.01701113
5551,2020-05-25,25,5,2020,1078,69,Canada,CA,CAN,37411038.0,America,42.34044508
5552,2020-05-24,24,5,2020,1141,105,Canada,CA,CAN,37411038.0,America,42.52220962
5553,2020-05-23,23,5,2020,1156,98,Canada,CA,CAN,37411038.0,America,42.86168162
5554,2020-05-22,22,5,2020,1222,122,Canada,CA,CAN,37411038.0,America,43.81327244
5555,2020-05-21,21,5,2020,990,118,Canada,CA,CAN,37411038.0,America,44.35856605
5556,2020-05-20,20,5,2020,1040,70,Canada,CA,CAN,37411038.0,America,45.58814968
5557,2020-05-19,19,5,2020,1070,60,Canada,CA,CAN,37411038.0,America,46.21363353
5558,2020-05-18,18,5,2020,1138,103,Canada,CA,CAN,37411038.0,America,46.82307933
5559,2020-05-17,17,5,2020,1251,117,Canada,CA,CAN,37411038.0,America,51.15869814
5560,2020-05-16,16,5,2020,1201,90,Canada,CA,CAN,37411038.0,America,52.23324731
5561,2020-05-15,15,5,2020,1123,168,Canada,CA,CAN,37411038.0,America,53.90120424
5562,2020-05-14,14,5,2020,1121,135,Canada,CA,CAN,37411038.0,America,55.30720639
5563,2020-05-13,13,5,2020,1176,176,Canada,CA,CAN,37411038.0,America,56.51273295
5564,2020-05-12,12,5,2020,1133,122,Canada,CA,CAN,37411038.0,America,57.44828572
5565,2020-05-11,11,5,2020,1146,178,Canada,CA,CAN,37411038.0,America,58.70994544
5566,2020-05-10,10,5,2020,1268,124,Canada,CA,CAN,37411038.0,America,59.77112958
5567,2020-05-09,9,5,2020,1512,161,Canada,CA,CAN,37411038.0,America,60.29503913
5568,2020-05-08,8,5,2020,1426,176,Canada,CA,CAN,37411038.0,America,61.00605923
5569,2020-05-07,7,5,2020,1450,189,Canada,CA,CAN,37411038.0,America,62.32652513
5570,2020-05-06,6,5,2020,1274,189,Canada,CA,CAN,37411038.0,America,63.17119562
5571,2020-05-05,5,5,2020,1298,172,Canada,CA,CAN,37411038.0,America,64.01586612
5572,2020-05-04,4,5,2020,2760,116,Canada,CA,CAN,37411038.0,America,66.01527603
5573,2020-05-03,3,5,2020,1653,175,Canada,CA,CAN,37411038.0,America,62.47621357
5574,2020-05-02,2,5,2020,1825,207,Canada,CA,CAN,37411038.0,America,61.98438012
5575,2020-05-01,1,5,2020,1649,188,Canada,CA,CAN,37411038.0,America,61.89349785
5576,2020-04-30,30,4,2020,1572,137,Canada,CA,CAN,37411038.0,America,62.07526239
5577,2020-04-29,29,4,2020,1526,152,Canada,CA,CAN,37411038.0,America,61.39631838
5578,2020-04-28,28,4,2020,1605,147,Canada,CA,CAN,37411038.0,America,61.01407825
5579,2020-04-27,27,4,2020,1543,95,Canada,CA,CAN,37411038.0,America,60.19346483
5580,2020-04-26,26,4,2020,1464,163,Canada,CA,CAN,37411038.0,America,58.91309404
5581,2020-04-25,25,4,2020,1778,156,Canada,CA,CAN,37411038.0,America,58.12188371
5582,2020-04-24,24,4,2020,1920,172,Canada,CA,CAN,37411038.0,America,57.0713916
5583,2020-04-23,23,4,2020,1766,140,Canada,CA,CAN,37411038.0,America,55.87923008
5584,2020-04-22,22,4,2020,1590,144,Canada,CA,CAN,37411038.0,America,54.87685212
5585,2020-04-21,21,4,2020,2046,110,Canada,CA,CAN,37411038.0,America,53.91456928
5586,2020-04-20,20,4,2020,1436,113,Canada,CA,CAN,37411038.0,America,51.53826526
5587,2020-04-19,19,4,2020,1469,158,Canada,CA,CAN,37411038.0,America,52.01406066
5588,2020-04-18,18,4,2020,1791,116,Canada,CA,CAN,37411038.0,America,51.73072183
5589,2020-04-17,17,4,2020,1717,183,Canada,CA,CAN,37411038.0,America,50.28729756
5590,2020-04-16,16,4,2020,1318,107,Canada,CA,CAN,37411038.0,America,50.16968521
5591,2020-04-15,15,4,2020,1383,123,Canada,CA,CAN,37411038.0,America,49.47737617
5592,2020-04-14,14,4,2020,1298,63,Canada,CA,CAN,37411038.0,America,48.75299103
5593,2020-04-13,13,4,2020,1064,64,Canada,CA,CAN,37411038.0,America,48.40817301
5594,2020-04-12,12,4,2020,1168,84,Canada,CA,CAN,37411038.0,America,47.88693647
5595,2020-04-11,11,4,2020,1385,60,Canada,CA,CAN,37411038.0,America,46.66537186
5596,2020-04-10,10,4,2020,1474,74,Canada,CA,CAN,37411038.0,America,44.71942211
5597,2020-04-09,9,4,2020,1391,55,Canada,CA,CAN,37411038.0,America,42.47142247
5598,2020-04-08,8,4,2020,1230,57,Canada,CA,CAN,37411038.0,America,42.56497775
5599,2020-04-07,7,4,2020,1157,43,Canada,CA,CAN,37411038.0,America,40.11382951
5600,2020-04-06,6,4,2020,1614,49,Canada,CA,CAN,37411038.0,America,37.59852908
5601,2020-04-05,5,4,2020,1363,44,Canada,CA,CAN,37411038.0,America,33.62643934
5602,2020-04-04,4,4,2020,1251,49,Canada,CA,CAN,37411038.0,America,30.86789519
5603,2020-04-03,3,4,2020,1673,29,Canada,CA,CAN,37411038.0,America,27.858088300000002
5604,2020-04-02,2,4,2020,1059,13,Canada,CA,CAN,37411038.0,America,23.80313532
5605,2020-04-01,1,4,2020,1112,7,Canada,CA,CAN,37411038.0,America,21.29585391
5606,2020-03-31,31,3,2020,1169,28,Canada,CA,CAN,37411038.0,America,18.71105528
5607,2020-03-30,30,3,2020,869,1,Canada,CA,CAN,37411038.0,America,15.90706999
5608,2020-03-29,29,3,2020,711,7,Canada,CA,CAN,37411038.0,America,13.74460661
5609,2020-03-28,28,3,2020,657,14,Canada,CA,CAN,37411038.0,America,12.02586253
5610,2020-03-27,27,3,2020,633,4,Canada,CA,CAN,37411038.0,America,10.37127064
5611,2020-03-26,26,3,2020,1426,8,Canada,CA,CAN,37411038.0,America,8.77281192
5612,2020-03-25,25,3,2020,313,3,Canada,CA,CAN,37411038.0,America,4.98783274
5613,2020-03-24,24,3,2020,216,4,Canada,CA,CAN,37411038.0,America,4.19394939
5614,2020-03-23,23,3,2020,128,2,Canada,CA,CAN,37411038.0,America,3.6566748
5615,2020-03-22,22,3,2020,331,6,Canada,CA,CAN,37411038.0,America,3.32789483
5616,2020-03-21,21,3,2020,125,2,Canada,CA,CAN,37411038.0,America,2.45916727
5617,2020-03-20,20,3,2020,156,1,Canada,CA,CAN,37411038.0,America,2.14107933
5618,2020-03-19,19,3,2020,121,1,Canada,CA,CAN,37411038.0,America,1.75616619
5619,2020-03-18,18,3,2020,145,4,Canada,CA,CAN,37411038.0,America,1.44075126
5620,2020-03-17,17,3,2020,120,3,Canada,CA,CAN,37411038.0,America,1.06118414
5621,2020-03-16,16,3,2020,60,0,Canada,CA,CAN,37411038.0,America,0.74844221
5622,2020-03-15,15,3,2020,68,0,Canada,CA,CAN,37411038.0,America,0.59875377
5623,2020-03-14,14,3,2020,38,0,Canada,CA,CAN,37411038.0,America,0.42768126
5624,2020-03-13,13,3,2020,35,0,Canada,CA,CAN,37411038.0,America,0.33145298
5625,2020-03-12,12,3,2020,10,0,Canada,CA,CAN,37411038.0,America,0.24324372
5626,2020-03-11,11,3,2020,16,0,Canada,CA,CAN,37411038.0,America,0.21918665
5627,2020-03-10,10,3,2020,15,1,Canada,CA,CAN,37411038.0,America,0.17641852
5628,2020-03-09,9,3,2020,5,0,Canada,CA,CAN,37411038.0,America,0.14166942
5629,2020-03-08,8,3,2020,6,0,Canada,CA,CAN,37411038.0,America,0.12830438
5630,2020-03-07,7,3,2020,6,0,Canada,CA,CAN,37411038.0,America,0.11226633
